,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ORPM,DRPM,RPM,RPM_WINS
PER,1.0,0.7758108169362643,0.029856079128356906,0.49850580304841974,-0.10217018747223552,0.3232548009599157,0.6249863179093761,0.4204541521183051,0.10850065328223976,-0.2170261466291211,0.7547974538917341,0.8844464852155367,0.6817220094653461,0.8834464408579437,0.9095055788159402,0.9484292597534476,0.33151023142610675,0.9314866003868085,0.8829423255751853,0.9257716057696554,0.346500129327705,0.8355437890977723,0.8269377659238081
TS%,0.7758108169362643,1.0,0.38003257882227925,0.3631833201676242,-0.40633806531427386,-0.03251803950199712,0.25755162186982783,0.3024634678425157,-0.012370233017344027,-0.22237196398300288,0.40595078271473306,0.7498373998339889,0.5413207869332743,0.7395151612627885,0.8656788973205776,0.8420435474483945,0.1453536095431173,0.7785808554683094,0.6632265782555733,0.7644082631327284,0.32184311736229826,0.7059088317069491,0.6274500667634566
3PAr,0.029856079128356906,0.38003257882227925,1.0,-0.09685798617484073,-0.25542843285385136,-0.4234815385510008,-0.3994325681782267,-0.03467417506928254,-0.3860498689261245,-0.38546212560948384,-0.15796794695607722,0.34251374704475573,0.15421088510335496,0.31363787010829625,0.3278161746472981,0.3099628104222549,-0.16452599691280445,0.21971434641508716,0.24728275732321844,0.25821887369379476,0.0860476991975832,0.22830662468453325,0.23512291065715343
FTr,0.49850580304841974,0.3631833201676242,-0.09685798617484073,1.0,-0.07137470278814861,0.2783880089282563,0.3211464111616976,0.44357892591022263,0.26394685842657584,0.01248291438770773,0.3046631045498083,0.3810829769579543,0.26756386770678314,0.37493619111740056,0.43929085947343816,0.4175440319064831,0.26271940503173064,0.44493889013066706,0.39882319774905134,0.38249501081358167,0.40598285227245223,0.46289197084646927,0.41920637473055755
ORB%,-0.10217018747223552,-0.40633806531427386,-0.25542843285385136,-0.07137470278814861,1.0,0.5333241733488921,-0.1062269865790848,0.009105346131721245,0.06489082569447006,0.03748862385735466,-0.09568185588725672,0.004972832091973527,0.02137642562517177,0.00979759640835481,-0.08080472565222804,-0.15482403465007202,0.4627712094422598,0.011697260192839808,0.11110697961500947,-0.08501287057711969,0.16955555220876742,0.01343606748941819,0.08434858979084753
DRB%,0.3232548009599157,-0.03251803950199712,-0.4234815385510008,0.2783880089282563,0.5333241733488921,1.0,0.47505774599950884,0.5431339303180293,0.3631524429990122,0.40892767275355346,0.11768988923621698,0.2079263680172726,0.34927415410065316,0.2521920138731713,0.17033213031870523,0.15217303740321,0.7397582566181112,0.3625488459663377,0.41120534813929405,0.231763902953591,0.4969707740800433,0.392850118407467,0.4385595373055359
AST%,0.6249863179093761,0.25755162186982783,-0.3994325681782267,0.3211464111616976,-0.1062269865790848,0.47505774599950884,1.0,0.4555943216234809,0.047019421512196485,0.38875352823788506,0.45821256072299965,0.43159176294132395,0.4334711731106978,0.45537357312190674,0.39935922832260745,0.465088426420376,0.28565217270199195,0.49557508387127125,0.48641029890107557,0.5681452613558705,0.2368598494622302,0.523613661215457,0.5408596661996594
STL%,0.4204541521183051,0.3024634678425157,-0.03467417506928254,0.44357892591022263,0.009105346131721245,0.5431339303180293,0.4555943216234809,1.0,0.23932127372064232,0.3702847328812381,-0.022692371334706477,0.3255967220393673,0.4883715593484836,0.3793813017243251,0.38868489837912246,0.3398082379144488,0.6806974641447183,0.5076650863232112,0.47119826164601597,0.3444203103995782,0.7813138555871182,0.6029594715221558,0.5577669148472977
BLK%,0.10850065328223976,-0.012370233017344027,-0.3860498689261245,0.26394685842657584,0.06489082569447006,0.3631524429990122,0.047019421512196485,0.23932127372064232,1.0,0.03262715441359092,0.21604990066946486,-0.14688416819859076,0.10481005695605636,-0.0929181730462537,-0.07421761529896216,-0.028238333413816746,0.4218937352148114,0.10378098763422891,0.023498597364298032,-0.03375727035280324,0.28521845640512006,0.10289362161456694,0.03676588729597665
TOV%,-0.2170261466291211,-0.22237196398300288,-0.38546212560948384,0.01248291438770773,0.03748862385735466,0.40892767275355346,0.38875352823788506,0.3702847328812381,0.03262715441359092,1.0,-0.3262149424916201,-0.31465413118507185,-0.11386421198404167,-0.28452899865248305,-0.333126097013086,-0.35545486409929405,0.202729592635654,-0.24728132925594773,-0.21810054698857445,-0.2863896465505778,0.12077782292306477,-0.15640683218920792,-0.1374510368610786
USG%,0.7547974538917341,0.40595078271473306,-0.15796794695607722,0.3046631045498083,-0.09568185588725672,0.11768988923621698,0.45821256072299965,-0.022692371334706477,0.21604990066946486,-0.3262149424916201,1.0,0.5675237235804772,0.44400852509270067,0.5707355172254374,0.5242492484091634,0.6670019087144136,0.03447754576700559,0.5950018980470447,0.5879776514158582,0.6396220674924842,-0.13845184884830028,0.40810389608877284,0.4618088340940026
OWS,0.8844464852155367,0.7498373998339889,0.34251374704475573,0.3810829769579543,0.004972832091973527,0.2079263680172726,0.43159176294132395,0.3255967220393673,-0.14688416819859076,-0.31465413118507185,0.5675237235804772,1.0,0.7176069509097841,0.9851208387004275,0.9393754255661764,0.9523785478744055,0.2932552700069165,0.923528138967612,0.9465522006715704,0.9446209516853713,0.38058789988327685,0.8646596990845383,0.9031486978643682
DWS,0.6817220094653461,0.5413207869332743,0.15421088510335496,0.26756386770678314,0.02137642562517177,0.34927415410065316,0.4334711731106978,0.4883715593484836,0.10481005695605636,-0.11386421198404167,0.44400852509270067,0.7176069509097841,1.0,0.8263940019009228,0.7115941381561716,0.6971931668841217,0.6674344742912863,0.8165771319667119,0.831002584544926,0.7459869968640688,0.5614168745710297,0.7996367851240885,0.8469415110984962
WS,0.8834464408579437,0.7395151612627885,0.31363787010829625,0.37493619111740056,0.00979759640835481,0.2521920138731713,0.45537357312190674,0.3793813017243251,-0.0929181730462537,-0.28452899865248305,0.5707355172254374,0.9851208387004275,0.8263940019009228,1.0,0.9351951317934462,0.941798290016726,0.3996554777699503,0.947295706445619,0.9692485229579337,0.9474617384776814,0.442611449032378,0.8945179845052998,0.9374195422265741
WS/48,0.9095055788159402,0.8656788973205776,0.3278161746472981,0.43929085947343816,-0.08080472565222804,0.17033213031870523,0.39935922832260745,0.38868489837912246,-0.07421761529896216,-0.333126097013086,0.5242492484091634,0.9393754255661764,0.7115941381561716,0.9351951317934462,1.0,0.9574642904646113,0.343991397562742,0.9430244249669877,0.8890022059445432,0.931089176258897,0.45232179168336567,0.8868325747699831,0.8531094668635191
OBPM,0.9484292597534476,0.8420435474483945,0.3099628104222549,0.4175440319064831,-0.15482403465007202,0.15217303740321,0.465088426420376,0.3398082379144488,-0.028238333413816746,-0.35545486409929405,0.6670019087144136,0.9523785478744055,0.6971931668841217,0.941798290016726,0.9574642904646113,1.0,0.25968285846225636,0.9540640924473108,0.9138178593641382,0.966592486350881,0.3529997560008745,0.8684555007914735,0.8618227898037849
DBPM,0.33151023142610675,0.1453536095431173,-0.16452599691280445,0.26271940503173064,0.4627712094422598,0.7397582566181112,0.28565217270199195,0.6806974641447183,0.4218937352148114,0.202729592635654,0.03447754576700559,0.2932552700069165,0.6674344742912863,0.3996554777699503,0.343991397562742,0.25968285846225636,1.0,0.5369135680767548,0.5244665065917008,0.33574928214321664,0.7903789912237541,0.6006454685272595,0.5876494424485057
BPM,0.9314866003868085,0.7785808554683094,0.21971434641508716,0.44493889013066706,0.011697260192839808,0.3625488459663377,0.49557508387127125,0.5076650863232112,0.10378098763422891,-0.24728132925594773,0.5950018980470447,0.923528138967612,0.8165771319667119,0.947295706445619,0.9430244249669877,0.9540640924473108,0.5369135680767548,1.0,0.961859489302243,0.9488648543388098,0.5524999970836496,0.9447507244948434,0.9358264432719222
VORP,0.8829423255751853,0.6632265782555733,0.24728275732321844,0.39882319774905134,0.11110697961500947,0.41120534813929405,0.48641029890107557,0.47119826164601597,0.023498597364298032,-0.21810054698857445,0.5879776514158582,0.9465522006715704,0.831002584544926,0.9692485229579337,0.8890022059445432,0.9138178593641382,0.5244665065917008,0.961859489302243,1.0,0.924450710744504,0.5131617893963524,0.9091940994302272,0.9660800804074591
ORPM,0.9257716057696554,0.7644082631327284,0.25821887369379476,0.38249501081358167,-0.08501287057711969,0.231763902953591,0.5681452613558705,0.3444203103995782,-0.03375727035280324,-0.2863896465505778,0.6396220674924842,0.9446209516853713,0.7459869968640688,0.9474617384776814,0.931089176258897,0.966592486350881,0.33574928214321664,0.9488648543388098,0.924450710744504,1.0,0.3940928599229248,0.9114075983229638,0.9113375944840094
DRPM,0.346500129327705,0.32184311736229826,0.0860476991975832,0.40598285227245223,0.16955555220876742,0.4969707740800433,0.2368598494622302,0.7813138555871182,0.28521845640512006,0.12077782292306477,-0.13845184884830028,0.38058789988327685,0.5614168745710297,0.442611449032378,0.45232179168336567,0.3529997560008745,0.7903789912237541,0.5524999970836496,0.5131617893963524,0.3940928599229248,1.0,0.7373811896517909,0.6595701759724122
RPM,0.8355437890977723,0.7059088317069491,0.22830662468453325,0.46289197084646927,0.01343606748941819,0.392850118407467,0.523613661215457,0.6029594715221558,0.10289362161456694,-0.15640683218920792,0.40810389608877284,0.8646596990845383,0.7996367851240885,0.8945179845052998,0.8868325747699831,0.8684555007914735,0.6006454685272595,0.9447507244948434,0.9091940994302272,0.9114075983229638,0.7373811896517909,1.0,0.9651094381276903
RPM_WINS,0.8269377659238081,0.6274500667634566,0.23512291065715343,0.41920637473055755,0.08434858979084753,0.4385595373055359,0.5408596661996594,0.5577669148472977,0.03676588729597665,-0.1374510368610786,0.4618088340940026,0.9031486978643682,0.8469415110984962,0.9374195422265741,0.8531094668635191,0.8618227898037849,0.5876494424485057,0.9358264432719222,0.9660800804074591,0.9113375944840094,0.6595701759724122,0.9651094381276903,1.0
